id,type,name,displayName,symbol,clientType,isActive,year,description,systemEmail,contactEmail,url,domains,createdAt,updatedAt,provider_id,provider_type,member_id,member_type,raw_json
rads.main,clients,Russian Agency for Digital Standardization,Russian Agency for Digital Standardization,RADS.MAIN,repository,True,2017,,,,,*,,,rads,providers,,,"{""id"": ""rads.main"", ""type"": ""clients"", ""attributes"": {""name"": ""Russian Agency for Digital Standardization"", ""symbol"": ""RADS.MAIN"", ""year"": 2017, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2017-04-04T12:07:47.000Z"", ""updated"": ""2025-05-30T14:43:07.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""rads"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.18454"", ""type"": ""prefixes""}, {""id"": ""10.18729"", ""type"": ""prefixes""}, {""id"": ""10.21265"", ""type"": ""prefixes""}, {""id"": ""10.23670"", ""type"": ""prefixes""}, {""id"": ""10.23649"", ""type"": ""prefixes""}, {""id"": ""10.23648"", ""type"": ""prefixes""}, {""id"": ""10.24418"", ""type"": ""prefixes""}, {""id"": ""10.24420"", ""type"": ""prefixes""}, {""id"": ""10.24422"", ""type"": ""prefixes""}, {""id"": ""10.25696"", ""type"": ""prefixes""}, {""id"": ""10.25684"", ""type"": ""prefixes""}, {""id"": ""10.25690"", ""type"": ""prefixes""}, {""id"": ""10.25694"", ""type"": ""prefixes""}, {""id"": ""10.25512"", ""type"": ""prefixes""}, {""id"": ""10.25728"", ""type"": ""prefixes""}, {""id"": ""10.25724"", ""type"": ""prefixes""}, {""id"": ""10.25741"", ""type"": ""prefixes""}, {""id"": ""10.25742"", ""type"": ""prefixes""}, {""id"": ""10.25589"", ""type"": ""prefixes""}, {""id"": ""10.25714"", ""type"": ""prefixes""}, {""id"": ""10.26088"", ""type"": ""prefixes""}, {""id"": ""10.25880"", ""type"": ""prefixes""}, {""id"": ""10.26201"", ""type"": ""prefixes""}, {""id"": ""10.26200"", ""type"": ""prefixes""}, {""id"": ""10.25963"", ""type"": ""prefixes""}, {""id"": ""10.26121"", ""type"": ""prefixes""}, {""id"": ""10.26105"", ""type"": ""prefixes""}, {""id"": ""10.25996"", ""type"": ""prefixes""}, {""id"": ""10.25998"", ""type"": ""prefixes""}, {""id"": ""10.26163"", ""type"": ""prefixes""}, {""id"": ""10.26157"", ""type"": ""prefixes""}, {""id"": ""10.26296"", ""type"": ""prefixes""}, {""id"": ""10.34649"", ""type"": ""prefixes""}, {""id"": ""10.34651"", ""type"": ""prefixes""}, {""id"": ""10.34650"", ""type"": ""prefixes""}, {""id"": ""10.34652"", ""type"": ""prefixes""}, {""id"": ""10.34661"", ""type"": ""prefixes""}, {""id"": ""10.34707"", ""type"": ""prefixes""}, {""id"": ""10.34757"", ""type"": ""prefixes""}, {""id"": ""10.34771"", ""type"": ""prefixes""}, {""id"": ""10.34850"", ""type"": ""prefixes""}, {""id"": ""10.34824"", ""type"": ""prefixes""}, {""id"": ""10.34829"", ""type"": ""prefixes""}, {""id"": ""10.34826"", ""type"": ""prefixes""}, {""id"": ""10.34887"", ""type"": ""prefixes""}, {""id"": ""10.34897"", ""type"": ""prefixes""}, {""id"": ""10.34906"", ""type"": ""prefixes""}, {""id"": ""10.34905"", ""type"": ""prefixes""}, {""id"": ""10.34898"", ""type"": ""prefixes""}, {""id"": ""10.34919"", ""type"": ""prefixes""}, {""id"": ""10.34924"", ""type"": ""prefixes""}, {""id"": ""10.34982"", ""type"": ""prefixes""}, {""id"": ""10.34981"", ""type"": ""prefixes""}, {""id"": ""10.34988"", ""type"": ""prefixes""}, {""id"": ""10.34986"", ""type"": ""prefixes""}, {""id"": ""10.34983"", ""type"": ""prefixes""}, {""id"": ""10.35004"", ""type"": ""prefixes""}, {""id"": ""10.35106"", ""type"": ""prefixes""}, {""id"": ""10.35075"", ""type"": ""prefixes""}, {""id"": ""10.35105"", ""type"": ""prefixes""}, {""id"": ""10.35072"", ""type"": ""prefixes""}, {""id"": ""10.35103"", ""type"": ""prefixes""}, {""id"": ""10.35104"", ""type"": ""prefixes""}, {""id"": ""10.48652"", ""type"": ""prefixes""}, {""id"": ""10.48359"", ""type"": ""prefixes""}, {""id"": ""10.48473"", ""type"": ""prefixes""}, {""id"": ""10.48466"", ""type"": ""prefixes""}, {""id"": ""10.48348"", ""type"": ""prefixes""}, {""id"": ""10.48542"", ""type"": ""prefixes""}, {""id"": ""10.48334"", ""type"": ""prefixes""}, {""id"": ""10.48371"", ""type"": ""prefixes""}, {""id"": ""10.48345"", ""type"": ""prefixes""}, {""id"": ""10.48608"", ""type"": ""prefixes""}, {""id"": ""10.48429"", ""type"": ""prefixes""}, {""id"": ""10.57879"", ""type"": ""prefixes""}]}}}"
srik.kau,clients,Kyiv Academic University,Kyiv Academic University,SRIK.KAU,repository,True,2024,"Open Data Repository National Academy of Sciences of Ukraine is intended to provide institutes and technology companies that are part of the NAS of Ukraine with an accessible, reliable, and open-distributed environment to publish, discover, and reuse data.",,,https://opendata.nas.gov.ua/,*,,,srik,providers,,,"{""id"": ""srik.kau"", ""type"": ""clients"", ""attributes"": {""name"": ""Kyiv Academic University"", ""symbol"": ""SRIK.KAU"", ""year"": 2024, ""alternateName"": ""Open Data Repository National Academy of Sciences of Ukraine"", ""description"": ""Open Data Repository National Academy of Sciences of Ukraine is intended to provide institutes and technology companies that are part of the NAS of Ukraine with an accessible, reliable, and open-distributed environment to publish, discover, and reuse data."", ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://opendata.nas.gov.ua/"", ""created"": ""2024-09-11T17:27:27.000Z"", ""updated"": ""2024-09-18T08:30:30.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""srik"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""GDCCCO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.48788"", ""type"": ""prefixes""}, {""id"": ""10.71942"", ""type"": ""prefixes""}]}}}"
subgoe.epu,clients,"Staats- und Universitätsbibliothek Göttingen, Elektronisches Publizieren (EPU)","Staats- und Universitätsbibliothek Göttingen, Elektronisches Publizieren (EPU)",SUBGOE.EPU,repository,True,2013,,,,,"gwdg.de,uni-goettingen.de,handle.net,*.gojil.eu,asjournal.org,*.uni-goettingen.de,publications.goettingen-research-online.de,hdl.handle.net",,,wwpx,providers,,,"{""id"": ""subgoe.epu"", ""type"": ""clients"", ""attributes"": {""name"": ""Staats- und Universitätsbibliothek Göttingen, Elektronisches Publizieren (EPU)"", ""symbol"": ""SUBGOE.EPU"", ""year"": 2013, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""gwdg.de,uni-goettingen.de,handle.net,*.gojil.eu,asjournal.org,*.uni-goettingen.de,publications.goettingen-research-online.de,hdl.handle.net"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2013-04-15T13:32:04.000Z"", ""updated"": ""2023-09-27T12:12:21.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""wwpx"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""subgoeco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.3249"", ""type"": ""prefixes""}]}}}"
tawj.musi,clients,Res Musica,Res Musica,TAWJ.MUSI,periodical,True,2023,,,,https://resmusica.ee,"resmusica.ee,emta.ee,hdl.handle.net,ut.ee",,,tawj,providers,,,"{""id"": ""tawj.musi"", ""type"": ""clients"", ""attributes"": {""name"": ""Res Musica"", ""symbol"": ""TAWJ.MUSI"", ""year"": 2023, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""periodical"", ""domains"": ""resmusica.ee,emta.ee,hdl.handle.net,ut.ee"", ""re3data"": null, ""opendoar"": null, ""issn"": {""issnl"": ""2382-8080"", ""print"": ""1736-8553"", ""electronic"": """"}, ""url"": ""https://resmusica.ee"", ""created"": ""2023-03-01T07:14:32.000Z"", ""updated"": ""2024-01-26T10:09:57.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""tawj"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""ESTDOICO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.58162"", ""type"": ""prefixes""}]}}}"
tdl.utl,clients,University of Texas Libraries,University of Texas Libraries,TDL.UTL,repository,True,2018,,,,,*,,,hakl,providers,,,"{""id"": ""tdl.utl"", ""type"": ""clients"", ""attributes"": {""name"": ""University of Texas Libraries"", ""symbol"": ""TDL.UTL"", ""year"": 2018, ""alternateName"": null, ""description"": null, ""language"": null, ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": null, ""url"": null, ""created"": ""2018-08-22T15:16:25.000Z"", ""updated"": ""2020-09-18T08:17:51.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""hakl"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""TDLCO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.15781"", ""type"": ""prefixes""}, {""id"": ""10.20359"", ""type"": ""prefixes""}, {""id"": ""10.26308"", ""type"": ""prefixes""}, {""id"": ""10.26153"", ""type"": ""prefixes""}]}}}"
tib.baua-doi,clients,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin (BAuA),Bundesanstalt für Arbeitsschutz und Arbeitsmedizin (BAuA),TIB.BAUA-DOI,repository,True,2016,,,,,"baua.de,www.baua.de,mindestlohn-kommission.de,reach-clp-biozid-helpdesk.de,dasa-dortmund.de,www.mindestlohn-kommission.de,www.reach-clp-biozid-helpdesk.de,www.dasa-dortmund.de",,,nreu,providers,,,"{""id"": ""tib.baua-doi"", ""type"": ""clients"", ""attributes"": {""name"": ""Bundesanstalt für Arbeitsschutz und Arbeitsmedizin (BAuA)"", ""symbol"": ""TIB.BAUA-DOI"", ""year"": 2016, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""baua.de,www.baua.de,mindestlohn-kommission.de,reach-clp-biozid-helpdesk.de,dasa-dortmund.de,www.mindestlohn-kommission.de,www.reach-clp-biozid-helpdesk.de,www.dasa-dortmund.de"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2016-06-09T10:01:53.000Z"", ""updated"": ""2021-04-01T13:40:30.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""nreu"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.21934"", ""type"": ""prefixes""}]}}}"
tib.bibthb,clients,Hochschulbibliothek der Technischen Hochschule Brandenburg,Hochschulbibliothek der Technischen Hochschule Brandenburg,TIB.BIBTHB,repository,True,2018,,,,,*,,,vvzl,providers,,,"{""id"": ""tib.bibthb"", ""type"": ""clients"", ""attributes"": {""name"": ""Hochschulbibliothek der Technischen Hochschule Brandenburg"", ""symbol"": ""TIB.BIBTHB"", ""year"": 2018, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2018-09-13T16:45:51.000Z"", ""updated"": ""2020-11-10T14:40:21.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""vvzl"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""TIBCO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.25933"", ""type"": ""prefixes""}]}}}"
tib.bikf,clients,Senckenberg Data & Metadata Repository,Senckenberg Data & Metadata Repository,TIB.BIKF,repository,True,2013,Senckenberg Data and Modelling Centre developed and maintains this metadata catalog and data repository (MetaCat) to support scientific data and projects of Senckenberg. Senckenberg Data and Modelling Centre commits to facilitate access to and exchange of data while observing data owner rights and standards for data exchange.,,,http://dataportal-senckenberg.de/database/,"*.senckenberg.de,*.dataportal-senckenberg.de,*.dataportal.senckenberg.de",,,wfnq,providers,,,"{""id"": ""tib.bikf"", ""type"": ""clients"", ""attributes"": {""name"": ""Senckenberg Data & Metadata Repository"", ""symbol"": ""TIB.BIKF"", ""year"": 2013, ""alternateName"": ""BiK-F Data & Metadata Repository"", ""description"": ""Senckenberg Data and Modelling Centre developed and maintains this metadata catalog and data repository (MetaCat) to support scientific data and projects of Senckenberg. Senckenberg Data and Modelling Centre commits to facilitate access to and exchange of data while observing data owner rights and standards for data exchange."", ""language"": [""en""], ""clientType"": ""repository"", ""domains"": ""*.senckenberg.de,*.dataportal-senckenberg.de,*.dataportal.senckenberg.de"", ""re3data"": ""https://doi.org/10.17616/R3GM23"", ""opendoar"": null, ""issn"": {}, ""url"": ""http://dataportal-senckenberg.de/database/"", ""created"": ""2013-06-12T14:15:08.000Z"", ""updated"": ""2023-04-24T19:21:43.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""wfnq"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""zbmedco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.12761"", ""type"": ""prefixes""}, {""id"": ""10.34643"", ""type"": ""prefixes""}]}}}"
tib.fuub,clients,Universitätsbibliothek der FU Berlin,Universitätsbibliothek der FU Berlin,TIB.FUUB,repository,True,2014,,,,,"refubium.fu-berlin.de,langsci-press.org,www.qualitative-research.net,opengenderjournal.de,*.zwangsarbeit-archiv.de,*.occupation-memories.org,www.globalhistories.com,www.mediaesthetics.org,fu-berlin.de,www.hannaharendt.net,*.cdoh.net,*.eiserner-vorhang.de,*.oral-history.digital,erlebte-geschichte.fu-berlin.de,archiv.erlebte-geschichte.fu-berlin.de",,,vsdn,providers,,,"{""id"": ""tib.fuub"", ""type"": ""clients"", ""attributes"": {""name"": ""Universitätsbibliothek der FU Berlin"", ""symbol"": ""TIB.FUUB"", ""year"": 2014, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""refubium.fu-berlin.de,langsci-press.org,www.qualitative-research.net,opengenderjournal.de,*.zwangsarbeit-archiv.de,*.occupation-memories.org,www.globalhistories.com,www.mediaesthetics.org,fu-berlin.de,www.hannaharendt.net,*.cdoh.net,*.eiserner-vorhang.de,*.oral-history.digital,erlebte-geschichte.fu-berlin.de,archiv.erlebte-geschichte.fu-berlin.de"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2014-12-18T06:53:45.000Z"", ""updated"": ""2025-10-06T15:55:43.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""vsdn"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.17169"", ""type"": ""prefixes""}]}}}"
tib.ioer,clients,Leibniz Institute of Ecological Urban and Regional Development,Leibniz Institute of Ecological Urban and Regional Development,TIB.IOER,repository,True,2019,,,,www.ioer.de,*,,,mzhu,providers,,,"{""id"": ""tib.ioer"", ""type"": ""clients"", ""attributes"": {""name"": ""Leibniz Institute of Ecological Urban and Regional Development"", ""symbol"": ""TIB.IOER"", ""year"": 2019, ""alternateName"": null, ""description"": null, ""language"": [""de"", ""en""], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""www.ioer.de"", ""created"": ""2019-01-16T09:00:41.000Z"", ""updated"": ""2024-10-29T09:07:54.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""mzhu"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""TIBCO"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.26084"", ""type"": ""prefixes""}]}}}"
tib.luhrepo,clients,Leibniz Universität Hannover,Leibniz Universität Hannover,TIB.LUHREPO,repository,True,2014,,,,,*,,,neqc,providers,,,"{""id"": ""tib.luhrepo"", ""type"": ""clients"", ""attributes"": {""name"": ""Leibniz Universität Hannover"", ""symbol"": ""TIB.LUHREPO"", ""year"": 2014, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2014-07-24T07:01:14.000Z"", ""updated"": ""2025-07-08T09:45:43.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""neqc"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.15488"", ""type"": ""prefixes""}, {""id"": ""10.17878"", ""type"": ""prefixes""}]}}}"
tib.mfo,clients,Mathematisches Forschungsinstitut Oberwolfach,Mathematisches Forschungsinstitut Oberwolfach,TIB.MFO,repository,True,2014,,,,https://publications.mfo.de,"publications.mfo.de,*.mfo.de,*.imaginary.org",,,xpvq,providers,,,"{""id"": ""tib.mfo"", ""type"": ""clients"", ""attributes"": {""name"": ""Mathematisches Forschungsinstitut Oberwolfach"", ""symbol"": ""TIB.MFO"", ""year"": 2014, ""alternateName"": null, ""description"": null, ""language"": [""en""], ""clientType"": ""repository"", ""domains"": ""publications.mfo.de,*.mfo.de,*.imaginary.org"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://publications.mfo.de"", ""created"": ""2014-01-28T10:40:24.000Z"", ""updated"": ""2020-10-20T11:30:15.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""xpvq"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.14760"", ""type"": ""prefixes""}]}}}"
tib.rubhb,clients,UB Bochum,UB Bochum,TIB.RUBHB,repository,True,2013,,,,,*,,,yxdu,providers,,,"{""id"": ""tib.rubhb"", ""type"": ""clients"", ""attributes"": {""name"": ""UB Bochum"", ""symbol"": ""TIB.RUBHB"", ""year"": 2013, ""alternateName"": null, ""description"": null, ""language"": null, ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": null, ""url"": null, ""created"": ""2013-08-22T08:56:23.000Z"", ""updated"": ""2020-10-20T11:42:23.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""yxdu"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.13154"", ""type"": ""prefixes""}]}}}"
tib.tibrepo,clients,TIB Repositorium,TIB Repositorium,TIB.TIBREPO,repository,True,2019,,,,https://oa.tib.eu/renate,*,,,wuua,providers,,,"{""id"": ""tib.tibrepo"", ""type"": ""clients"", ""attributes"": {""name"": ""TIB Repositorium"", ""symbol"": ""TIB.TIBREPO"", ""year"": 2019, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://oa.tib.eu/renate"", ""created"": ""2019-04-17T12:09:22.000Z"", ""updated"": ""2022-03-04T08:52:55.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""wuua"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.34657"", ""type"": ""prefixes""}]}}}"
tib.tub,clients,Technische Universität Berlin – Universitätsbibliothek,Technische Universität Berlin – Universitätsbibliothek,TIB.TUB,repository,True,2013,,,,,"*.tu-berlin.de,eceasst.org",,,jjfy,providers,,,"{""id"": ""tib.tub"", ""type"": ""clients"", ""attributes"": {""name"": ""Technische Universität Berlin – Universitätsbibliothek"", ""symbol"": ""TIB.TUB"", ""year"": 2013, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*.tu-berlin.de,eceasst.org"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2013-09-30T12:54:01.000Z"", ""updated"": ""2024-04-05T09:44:25.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""jjfy"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.14279"", ""type"": ""prefixes""}, {""id"": ""10.24402"", ""type"": ""prefixes""}, {""id"": ""10.25645"", ""type"": ""prefixes""}]}}}"
tib.ubfr,clients,FreiDok plus,FreiDok plus,TIB.UBFR,repository,True,2011,,,,https://freidok.uni-freiburg.de,freidok.uni-freiburg.de,,,qvvc,providers,,,"{""id"": ""tib.ubfr"", ""type"": ""clients"", ""attributes"": {""name"": ""FreiDok plus"", ""symbol"": ""TIB.UBFR"", ""year"": 2011, ""alternateName"": null, ""description"": null, ""language"": [""en"", ""de""], ""clientType"": ""repository"", ""domains"": ""freidok.uni-freiburg.de"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://freidok.uni-freiburg.de"", ""created"": ""2011-04-01T08:34:34.000Z"", ""updated"": ""2022-03-01T08:40:59.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""qvvc"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.6094"", ""type"": ""prefixes""}, {""id"": ""10.26046"", ""type"": ""prefixes""}]}}}"
tib.ubgi,clients,Universitätsbibliothek Gießen,Universitätsbibliothek Gießen,TIB.UBGI,repository,True,2017,,,,,"uni-giessen.de,rmm-journal.de,journals.ub.uni-giessen.de,jlupub.ub.uni-giessen.de",,,tlgp,providers,,,"{""id"": ""tib.ubgi"", ""type"": ""clients"", ""attributes"": {""name"": ""Universitätsbibliothek Gießen"", ""symbol"": ""TIB.UBGI"", ""year"": 2017, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""uni-giessen.de,rmm-journal.de,journals.ub.uni-giessen.de,jlupub.ub.uni-giessen.de"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2017-01-16T09:36:55.000Z"", ""updated"": ""2022-05-30T09:42:50.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""tlgp"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.22029"", ""type"": ""prefixes""}]}}}"
tib.ubovgu,clients,Otto-von-Guericke-Universität Magdeburg,Otto-von-Guericke-Universität Magdeburg,TIB.UBOVGU,repository,True,2017,,,,,"hiresmri.ovgu.de,ovgu.de,edoc2.bibliothek.uni-halle.de,journals.ub.uni-magdeburg.de,opendata.uni-halle.de,open-science.ub.ovgu.de,journals.ub.ovgu.de,aktin.org,www.tugz.ovgu.de,wasd.urz.uni-magdeburg.de,pub.ww.ovgu.de",,,gxys,providers,,,"{""id"": ""tib.ubovgu"", ""type"": ""clients"", ""attributes"": {""name"": ""Otto-von-Guericke-Universität Magdeburg"", ""symbol"": ""TIB.UBOVGU"", ""year"": 2017, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""hiresmri.ovgu.de,ovgu.de,edoc2.bibliothek.uni-halle.de,journals.ub.uni-magdeburg.de,opendata.uni-halle.de,open-science.ub.ovgu.de,journals.ub.ovgu.de,aktin.org,www.tugz.ovgu.de,wasd.urz.uni-magdeburg.de,pub.ww.ovgu.de"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2017-02-03T09:02:28.000Z"", ""updated"": ""2025-03-18T13:09:21.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""gxys"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.24352"", ""type"": ""prefixes""}]}}}"
tib.ubt,clients,EPub Bayreuth,EPub Bayreuth,TIB.UBT,repository,True,2014,"EPub Bayreuth serves as the document and publication server of the University of Bayreuth. As an institutional repository, it provides the means to publish the full texts of scholarly publications of the staff members of the University of Bayreuth, offers access to the public and thus makes them searchable in various ways. Publications, which are in progress or already published (i.e. journal articles) may be placed here as well. Attention should be paid to the limits of the secondary publication right.

Since February 2014 EPub Bayreuth replaces the previous solution OPUS.

In terms of content, EPub Bayreuth's structure mirrors the organisation of the University. Authors enter the necessary data in person or by proxy after completing the log in process with their personal user id and subsequently upload the document itself. The bibliographic data of documents published on EPub Bayreuth will be automatically transferred to ERef Bayreuth, the server available for the preparation of the University's bibliography.",,,https://epub.uni-bayreuth.de,"uni-bayreuth.de,*.uni-bayreuth.de,doi.org",,,qndc,providers,,,"{""id"": ""tib.ubt"", ""type"": ""clients"", ""attributes"": {""name"": ""EPub Bayreuth"", ""symbol"": ""TIB.UBT"", ""year"": 2014, ""alternateName"": null, ""description"": ""EPub Bayreuth serves as the document and publication server of the University of Bayreuth. As an institutional repository, it provides the means to publish the full texts of scholarly publications of the staff members of the University of Bayreuth, offers access to the public and thus makes them searchable in various ways. Publications, which are in progress or already published (i.e. journal articles) may be placed here as well. Attention should be paid to the limits of the secondary publication right.\n\nSince February 2014 EPub Bayreuth replaces the previous solution OPUS.\n\nIn terms of content, EPub Bayreuth's structure mirrors the organisation of the University. Authors enter the necessary data in person or by proxy after completing the log in process with their personal user id and subsequently upload the document itself. The bibliographic data of documents published on EPub Bayreuth will be automatically transferred to ERef Bayreuth, the server available for the preparation of the University's bibliography."", ""language"": [""de"", ""en""], ""clientType"": ""repository"", ""domains"": ""uni-bayreuth.de,*.uni-bayreuth.de,doi.org"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": ""https://epub.uni-bayreuth.de"", ""created"": ""2014-08-19T13:04:55.000Z"", ""updated"": ""2024-03-18T08:04:12.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""qndc"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.15495"", ""type"": ""prefixes""}]}}}"
tyhv.gywcdh,clients,ZU Repository,ZU Repository,TYHV.GYWCDH,repository,True,2021,,,,,*,,,tyhv,providers,,,"{""id"": ""tyhv.gywcdh"", ""type"": ""clients"", ""attributes"": {""name"": ""ZU Repository"", ""symbol"": ""TYHV.GYWCDH"", ""year"": 2021, ""alternateName"": null, ""description"": null, ""language"": [], ""clientType"": ""repository"", ""domains"": ""*"", ""re3data"": null, ""opendoar"": null, ""issn"": {}, ""url"": null, ""created"": ""2021-05-06T10:14:43.000Z"", ""updated"": ""2021-05-06T13:06:52.000Z"", ""isActive"": true}, ""relationships"": {""provider"": {""data"": {""id"": ""tyhv"", ""type"": ""providers""}}, ""consortium"": {""data"": {""id"": ""tibco"", ""type"": ""providers""}}, ""prefixes"": {""data"": [{""id"": ""10.48586"", ""type"": ""prefixes""}]}}}"
